date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20240818,0,PM2.5,19,15,10,13,9,16,8,8,9,11,8,6,25,29,12,45,48,30,34,31,32,36,51,31,29,14,17,16,27,31,2,10,7,19,26
20240818,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,0,PM10,22,19,12,19,14,22,10,12,13,19,,9,36,37,15,63,60,37,,51,61,53,71,34,38,18,24,23,33,38,38,14,,30,28
20240818,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,0,AQI,39,35,39,36,39,34,38,33,31,25,34,28,36,42,36,63,67,43,49,51,56,52,70,45,42,26,25,33,39,45,38,31,31,30,38
20240818,1,PM2.5,13,11,8,7,6,10,7,9,7,10,8,9,4,6,4,7,8,27,36,32,33,29,35,22,18,6,7,12,16,15,3,8,6,12,25
20240818,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,1,PM10,15,14,9,9,10,13,9,12,12,17,,15,5,8,,13,11,36,37,45,59,56,52,24,23,8,8,18,20,18,26,14,,19,28
20240818,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,1,AQI,38,31,35,32,33,33,31,26,28,24,30,18,34,36,35,34,32,39,52,46,55,53,51,32,33,38,39,30,28,32,31,27,25,29,36
20240818,2,PM2.5,14,12,10,9,12,12,9,8,8,9,8,12,3,3,5,3,3,10,5,8,11,4,5,6,7,5,5,17,21,14,6,8,8,12,20
20240818,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,2,PM10,16,16,10,13,19,16,11,11,16,14,,19,4,5,,4,5,14,,13,21,29,9,8,9,7,6,25,24,18,,13,9,20,23
20240818,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,2,AQI,35,23,31,28,22,28,28,19,19,21,25,19,28,31,30,32,30,35,32,36,36,31,28,35,33,30,32,25,30,23,22,23,16,29,29
20240818,3,PM2.5,17,19,13,15,20,20,9,9,12,11,12,14,4,3,5,5,5,4,6,4,2,5,7,5,4,9,6,15,20,18,9,8,9,21,20
20240818,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,3,PM10,20,24,14,24,33,26,13,14,24,18,16,23,5,6,6,7,7,6,,9,9,9,11,9,7,10,7,22,24,23,,15,9,33,23
20240818,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,3,AQI,33,28,29,28,33,29,26,17,24,18,20,23,19,27,22,30,27,36,31,32,32,31,29,32,31,27,29,23,29,26,22,18,16,33,29
20240818,4,PM2.5,25,23,21,17,20,30,13,11,22,20,15,16,6,13,5,5,5,6,5,4,1,7,7,4,4,14,12,17,20,15,14,8,10,9,17
20240818,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,4,PM10,32,29,24,27,38,40,19,17,38,31,25,25,9,20,7,7,7,9,5,9,6,10,11,9,6,17,17,25,24,19,15,14,13,15,20
20240818,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,4,AQI,36,33,30,27,38,43,24,17,38,31,25,25,14,24,14,28,20,32,30,9,31,27,28,30,29,23,26,25,29,27,20,14,15,15,28
20240818,5,PM2.5,30,18,30,13,29,29,17,14,15,14,21,14,22,22,6,5,5,9,10,3,2,7,9,9,6,20,18,7,17,14,13,10,11,6,10
20240818,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,5,PM10,37,23,33,20,44,39,24,20,24,19,37,21,29,31,9,8,8,13,13,7,8,11,15,16,11,23,27,10,20,18,21,17,17,10,13
20240818,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,5,AQI,43,26,43,28,44,42,25,20,24,29,37,21,32,32,9,25,18,30,26,28,29,31,27,27,26,29,27,31,25,26,23,17,17,34,30
20240818,6,PM2.5,34,17,21,11,33,35,23,17,11,14,16,15,17,15,8,5,5,12,9,4,3,8,10,12,8,24,23,6,17,15,17,12,12,8,13
20240818,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,6,PM10,44,21,23,14,46,47,29,26,18,20,24,23,24,20,12,9,8,16,12,9,10,13,15,19,13,27,35,8,21,21,20,20,18,13,16
20240818,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,6,AQI,49,25,30,27,48,50,33,26,18,22,25,23,25,27,12,21,18,29,27,25,25,30,28,25,26,35,35,30,25,22,25,20,18,31,25
20240818,7,PM2.5,45,16,26,12,27,31,32,21,11,15,22,18,14,11,8,7,6,5,5,5,3,9,11,8,8,23,23,6,17,20,16,13,14,10,16
20240818,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,7,PM10,54,20,28,15,36,41,40,34,18,22,38,27,19,14,13,10,9,8,6,9,11,14,16,14,13,26,33,9,20,26,25,20,20,17,19
20240818,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,7,AQI,63,23,38,24,39,45,46,34,18,22,38,27,20,26,13,18,15,30,29,24,23,29,27,24,25,33,33,26,25,29,25,20,20,28,23
20240818,8,PM2.5,36,16,27,13,20,26,30,22,15,19,27,24,15,12,16,11,10,6,5,5,5,11,12,9,9,25,25,7,16,15,8,15,16,12,17
20240818,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,8,PM10,40,20,30,18,25,33,35,27,20,27,48,33,23,17,25,15,13,8,5,8,13,17,18,13,14,28,34,10,19,19,22,22,20,18,21
20240818,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,8,AQI,52,23,39,24,29,38,43,32,22,28,48,35,23,21,25,23,21,32,28,23,23,26,25,25,25,36,36,25,23,22,22,22,23,30,25
20240818,9,PM2.5,29,15,24,16,15,19,31,31,16,23,27,27,16,13,17,13,12,4,6,5,5,11,14,11,10,25,9,7,14,18,5,18,22,9,14
20240818,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,9,PM10,32,19,,20,18,21,33,36,18,28,43,32,22,18,30,17,16,6,7,6,11,16,20,13,14,26,33,9,16,20,5,24,22,14,16
20240818,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,9,AQI,42,26,35,28,25,28,45,45,25,33,43,39,24,25,30,28,27,36,30,29,27,34,28,27,27,36,33,30,23,26,27,28,32,32,24
20240818,10,PM2.5,20,20,26,13,17,16,26,25,13,18,27,22,16,12,13,12,10,5,6,8,5,10,13,11,10,18,17,7,11,15,4,18,17,10,11
20240818,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,10,PM10,22,23,,15,,17,,27,17,21,38,27,24,17,22,16,14,7,7,11,11,15,19,14,14,,22,9,11,17,,26,,14,15
20240818,10,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,10,AQI,31,29,38,35,25,26,38,36,28,29,39,32,26,31,27,31,31,38,33,32,35,34,34,29,28,30,30,35,30,27,32,30,28,34,30
20240818,11,PM2.5,18,19,27,14,15,14,22,21,14,13,15,17,13,9,10,10,8,5,7,8,8,10,13,10,8,15,14,9,11,14,5,13,18,12,13
20240818,11,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,11,PM10,19,22,28,17,,16,23,24,19,16,19,21,19,13,16,14,12,9,9,10,14,15,19,13,10,,17,11,11,16,12,23,,18,20
20240818,11,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,11,AQI,35,32,39,35,31,29,32,30,29,30,32,27,29,32,30,33,33,40,35,31,37,35,34,32,32,34,35,37,35,34,36,34,31,37,32
20240818,12,PM2.5,18,16,26,18,12,12,16,13,15,12,15,15,10,6,7,8,6,7,8,7,6,10,12,10,8,14,12,8,13,14,6,12,19,12,13
20240818,12,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,12,PM10,21,19,26,21,13,14,18,17,20,16,19,20,15,11,10,13,10,11,9,10,12,14,17,13,9,,15,10,13,16,10,15,,18,18
20240818,12,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,12,AQI,37,38,38,38,36,35,34,35,33,34,36,33,33,36,33,35,35,40,36,37,41,37,36,38,38,39,41,38,38,37,39,39,38,40,34
20240818,13,PM2.5,16,14,17,,8,11,14,14,13,11,14,13,10,6,7,8,7,7,8,6,7,11,11,9,10,13,9,8,12,11,8,12,18,11,10
20240818,13,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,13,PM10,17,18,21,,11,13,17,19,21,15,17,18,14,11,9,12,10,12,9,6,12,15,16,12,12,,12,10,13,12,12,15,,16,15
20240818,13,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,13,AQI,45,40,44,,41,40,43,39,41,36,41,38,36,38,35,33,32,41,37,40,43,41,36,44,43,42,43,40,38,43,37,42,42,41,35
20240818,14,PM2.5,11,10,11,,8,8,11,13,9,10,9,7,10,7,8,8,7,8,8,8,7,15,15,9,10,9,7,8,9,8,10,11,14,9,10
20240818,14,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,14,PM10,,16,15,,11,10,13,19,13,14,,9,16,12,9,12,11,12,11,,12,20,21,11,11,9,10,10,10,9,18,14,,14,15
20240818,14,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,14,AQI,49,45,47,,44,44,47,41,38,38,40,36,37,40,36,34,33,42,39,38,42,43,38,43,45,42,42,41,38,41,38,40,41,40,33
20240818,15,PM2.5,9,8,8,,7,8,8,10,9,11,8,5,12,9,10,11,12,8,10,9,9,16,15,10,10,9,8,9,11,9,11,10,13,10,11
20240818,15,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,15,PM10,,12,12,,9,9,9,14,11,14,,8,19,14,14,18,17,13,13,,15,19,21,13,13,10,11,11,11,11,16,13,,15,16
20240818,15,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,15,AQI,46,39,45,,43,41,45,40,35,36,39,34,41,43,38,34,33,47,44,40,45,43,39,47,48,42,43,40,42,43,42,40,40,41,35
20240818,16,PM2.5,7,9,8,8,6,8,8,8,9,13,9,6,14,12,12,14,16,10,13,11,10,16,15,13,11,11,12,12,15,12,12,12,14,10,10
20240818,16,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,16,PM10,7,13,11,8,8,10,9,11,11,16,,9,23,17,23,20,22,16,18,,16,20,21,13,14,12,17,14,,13,17,15,,15,14
20240818,16,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,16,AQI,43,39,42,33,38,40,38,34,35,36,38,32,43,47,32,35,36,58,49,42,45,45,40,49,50,41,42,39,40,40,42,38,33,44,35
20240818,17,PM2.5,10,13,8,10,8,11,8,9,12,17,12,8,21,21,16,17,17,13,16,14,13,18,18,15,12,12,14,12,17,14,13,14,20,12,10
20240818,17,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,17,PM10,11,16,12,12,9,14,10,14,15,20,17,13,35,27,23,23,23,20,21,18,18,24,24,16,15,13,18,15,17,15,27,20,,17,13
20240818,17,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240818,17,AQI,44,35,39,39,37,41,30,28,32,32,36,33,35,40,23,36,34,49,39,43,45,44,37,44,45,42,43,39,36,36,38,28,29,44,31
