date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20241118,0,PM2.5,19,15,18,21,16,15,13,14,24,13,12,17,6,8,4,12,14,6,9,10,8,12,11,28,28,23,25,18,20,21,43,7,10,38,11
20241118,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241118,0,PM10,48,,57,62,44,43,48,34,80,56,42,51,18,25,14,33,37,15,16,29,26,26,21,68,68,61,74,55,,52,67,30,36,103,32
20241118,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241118,0,AQI,48,24,54,56,44,43,48,34,65,53,42,51,18,25,14,33,37,15,16,29,26,26,21,59,59,56,62,53,29,51,60,30,36,77,32
20241118,1,PM2.5,24,18,16,26,19,17,13,14,25,10,10,19,4,6,3,11,13,6,9,8,4,9,11,22,19,27,30,25,19,20,44,10,8,37,12
20241118,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241118,1,PM10,58,,50,69,50,47,45,33,95,46,39,53,15,22,13,35,36,15,16,24,15,23,21,54,48,70,94,71,,48,69,32,35,106,33
20241118,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241118,1,AQI,54,26,50,60,50,47,45,33,73,46,39,52,15,22,13,35,36,15,16,24,15,23,21,52,48,60,72,61,28,48,62,32,35,78,33
20241118,2,PM2.5,21,18,14,18,21,21,14,15,17,10,11,16,5,7,4,10,11,7,9,7,4,7,9,18,16,28,31,28,20,24,57,7,7,22,10
20241118,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241118,2,PM10,53,,48,51,44,63,45,31,61,43,38,41,18,24,13,25,30,15,16,21,12,17,18,48,41,68,101,69,,54,63,29,35,68,30
20241118,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
