date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20220916,0,PM2.5,32,32,29,37,32,28,30,27,33,36,38,31,28,25,18,20,20,32,29,33,32,29,29,31,29,31,32,26,32,31,37,24,21,44,24
20220916,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,0,PM10,69,58,63,65,71,64,66,65,69,75,105,77,57,64,33,42,38,59,52,68,72,50,64,72,38,32,76,51,64,39,,41,50,49,59
20220916,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,0,AQI,60,54,57,58,61,57,58,58,60,63,78,64,54,57,33,42,38,55,51,59,61,50,57,61,42,45,63,51,57,45,53,41,50,62,55
20220916,1,PM2.5,33,27,33,41,34,30,32,30,36,37,41,36,31,27,19,19,20,33,26,39,35,31,33,34,34,34,35,32,33,39,32,21,22,47,27
20220916,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,1,PM10,67,49,64,69,69,67,69,44,72,74,108,65,62,58,33,39,37,58,47,78,73,46,69,75,38,,80,51,62,,,36,54,,53
20220916,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,1,AQI,59,49,57,60,60,59,60,44,61,62,79,58,56,54,33,39,37,54,47,64,62,46,60,63,49,49,65,51,56,55,46,36,52,65,52
20220916,2,PM2.5,34,32,34,43,35,32,35,29,39,44,43,41,32,28,19,18,18,24,25,40,32,32,30,35,38,35,36,36,34,39,41,22,22,39,26
20220916,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,2,PM10,67,53,64,70,71,71,73,33,74,83,108,60,62,55,32,36,34,41,45,78,63,40,63,74,,,77,44,63,,,35,49,45,52
20220916,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,2,AQI,59,52,57,60,61,61,62,42,62,67,79,58,56,53,32,36,34,41,45,64,57,46,57,62,54,50,64,52,57,55,58,35,49,55,51
20220916,3,PM2.5,36,38,36,45,38,32,37,29,42,43,33,42,21,25,19,19,19,22,25,32,33,28,28,34,37,33,33,39,37,40,39,22,25,28,28
20220916,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,3,PM10,68,58,66,70,77,69,76,35,76,83,77,63,41,45,33,38,35,36,45,65,63,31,58,76,,35,67,42,65,,,37,54,54,64
20220916,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,3,AQI,59,54,58,63,64,60,63,42,63,67,64,59,41,45,33,38,35,36,45,58,57,40,54,63,53,48,59,55,58,57,55,37,52,52,57
20220916,4,PM2.5,35,38,33,47,39,31,39,32,36,42,30,29,23,21,20,20,20,22,26,34,33,28,28,34,40,31,31,42,37,35,37,21,23,24,30
20220916,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,4,PM10,65,57,62,72,80,65,76,,65,78,66,47,44,33,34,38,35,36,46,70,64,42,55,85,,38,62,42,66,,,35,50,43,66
20220916,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,4,AQI,58,54,56,65,65,58,63,46,58,64,58,47,44,33,34,38,35,36,46,60,57,42,53,68,57,45,56,59,58,50,53,35,50,43,58
20220916,5,PM2.5,31,42,41,47,34,31,48,39,25,32,30,33,26,21,21,21,21,23,26,33,30,28,30,32,39,35,32,40,33,35,39,22,24,20,29
20220916,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,5,PM10,59,60,73,70,74,62,87,39,47,63,65,55,48,36,34,40,35,38,44,70,57,48,57,72,,40,66,43,60,,,38,53,25,54
20220916,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,5,AQI,55,59,62,65,62,56,69,55,47,57,58,53,48,36,34,40,35,38,44,60,54,48,54,61,55,50,58,57,55,50,55,38,52,29,52
20220916,6,PM2.5,28,42,44,49,43,30,46,36,22,30,22,30,31,21,27,22,21,24,26,31,26,28,29,28,35,36,36,41,32,30,36,21,22,21,30
20220916,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,6,PM10,56,58,76,71,88,61,80,45,42,56,47,46,54,34,44,41,36,37,45,61,47,50,54,56,36,49,73,49,57,31,,37,46,26,53
20220916,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,6,AQI,53,59,63,68,69,56,65,52,42,53,47,46,52,34,44,41,36,37,45,56,47,50,52,53,50,52,62,58,54,43,52,37,46,30,52
20220916,7,PM2.5,32,42,43,55,44,34,48,35,23,26,21,22,31,24,30,26,24,26,26,31,28,26,28,23,28,37,34,32,31,32,40,20,20,23,31
20220916,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,7,PM10,64,59,72,73,85,64,78,62,44,52,45,27,53,37,48,48,43,40,43,62,47,57,52,46,47,58,73,60,55,55,,37,41,33,55
20220916,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,7,AQI,57,59,61,75,68,57,67,56,44,51,45,32,52,37,48,48,43,40,43,56,47,54,51,46,47,54,62,55,53,53,57,37,41,33,53
20220916,8,PM2.5,38,45,41,55,44,37,48,43,25,20,21,19,31,26,25,33,33,26,31,30,26,30,29,25,29,37,33,26,38,41,55,19,19,32,22
20220916,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,8,PM10,74,64,71,73,81,68,76,90,48,40,51,35,53,46,41,57,54,41,50,63,42,55,55,49,64,57,72,59,67,95,,42,37,42,40
20220916,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,8,AQI,62,63,61,75,66,59,67,70,48,40,51,35,52,46,41,54,52,41,50,57,42,53,53,49,57,54,61,55,59,73,75,42,37,46,40
20220916,9,PM2.5,34,43,37,53,36,32,42,47,29,20,23,22,28,23,16,27,31,28,37,22,18,33,32,20,23,30,26,30,42,40,53,24,18,36,28
20220916,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,9,PM10,66,67,68,72,67,58,70,70,53,44,42,54,51,54,31,49,50,45,58,45,31,60,60,44,51,48,60,67,74,73,,47,35,49,48
20220916,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916,9,AQI,58,60,59,73,59,54,60,65,52,44,42,52,51,52,31,49,50,45,54,45,31,55,55,44,51,48,55,59,62,62,73,47,35,52,48
20220916,10,PM2.5,25,34,29,46,33,25,28,31,25,16,30,23,25,20,13,26,29,28,29,17,15,29,28,21,22,22,22,29,44,36,41,23,23,33,39
