date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20220525,0,SO2,3,1,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,1,3,3,,3,3,1,3,3,2,1,3,3,2,1
20220525,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220525,0,NO2,19,17,10,18,16,18,9,3,2,4,11,4,5,3,7,3,2,4,2,4,2,2,5,,11,15,5,14,17,21,41,9,10,9,4
20220525,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220525,0,O3,117,103,89,87,100,,87,86,85,90,95,87,86,88,96,100,98,98,93,89,96,98,108,,102,97,115,95,96,93,56,88,76,88,119
20220525,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220525,0,CO,0.5,0.5,0.2,0.4,0.4,0.7,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.4,0.2,,0.4,0.3,0.3,0.3,0.4,0.5,0.6,0.1,0.3,0.4,0.2
20220525,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220525,1,SO2,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,,1,3,3,2,1
20220525,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220525,1,NO2,14,13,3,8,10,14,8,4,2,3,11,3,5,4,8,3,2,4,2,4,2,2,5,1,3,7,1,13,11,16,7,5,7,7,3
20220525,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220525,1,O3,97,92,86,86,91,89,85,86,84,89,92,84,87,90,95,103,101,101,96,90,98,82,99,77,95,79,94,80,94,,81,92,79,78,96
20220525,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220525,1,CO,0.4,0.4,0.1,0.2,0.2,0.5,0.1,0.2,0.2,0.2,0.3,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.3,0.2,0.4,0.2
20220525,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
